quarter,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction
2025Q2,FLAT,1,1,0,1,0,0,0.0,0,0.0,0.0,3.226036431041248,0.0,3.226036431041248,1,1,ALL
2025Q2,MODERATE_ALIGNED,168,167,82,85,0,1,49.10179640718563,74,44.04761904761905,0.9982615706005378,1.1252879964632523,0.7776798536525329,0.7695738248211719,83,19,ALL
2025Q2,MODERATE_OPPOSING,155,150,87,63,0,5,58.0,89,57.41935483870968,1.0678750173825409,1.1264200870856789,0.8026954712119734,0.8835154615205827,78,19,ALL
2025Q2,STRONG_ALIGNED,119,119,56,63,0,0,47.05882352941177,53,44.53781512605042,1.574464021628685,1.3398815391124976,1.1282619228905624,0.936511797616147,65,19,ALL
2025Q2,STRONG_OPPOSING,103,100,42,58,0,3,42.0,47,45.63106796116505,1.1483249159185591,1.2678083150813813,0.793790792026805,1.0364654259343353,66,18,ALL
2025Q2,UNKNOWN,143,141,91,50,0,2,64.53900709219859,87,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,ALL
2025Q3,MODERATE_ALIGNED,462,452,200,252,1,9,44.24778761061947,183,39.61038961038961,1.0503009460238855,1.1784059256470338,0.7719763197586238,0.9022194573692475,107,64,ALL
2025Q3,MODERATE_OPPOSING,509,495,229,266,4,10,46.26262626262626,232,45.579567779960705,1.047934283542191,1.138350868055551,0.7938481210485235,0.8350202429149826,111,64,ALL
2025Q3,STRONG_ALIGNED,301,296,147,149,1,4,49.66216216216216,124,41.19601328903654,1.3580557790831846,1.3873756881950625,0.9569027417534873,1.022539857064313,94,63,ALL
2025Q3,STRONG_OPPOSING,353,347,167,180,3,3,48.126801152737755,146,41.359773371104815,1.2646115625379362,1.3630790638425685,0.9422151940436231,0.9288095096961937,99,63,ALL
2025Q4,FLAT,1,1,1,0,0,0,100.0,0,0.0,1.375475563359669,0.8892512228772145,1.375475563359669,0.8892512228772145,1,1,ALL
2025Q4,MODERATE_ALIGNED,534,513,275,238,2,19,53.606237816764136,244,45.69288389513109,1.222197440669685,1.1490149833413956,0.9004411168127687,0.7656321420980751,111,64,ALL
2025Q4,MODERATE_OPPOSING,480,458,257,201,1,21,56.11353711790393,244,50.833333333333336,1.2284370152330402,1.1034217986183137,0.8338163115892788,0.7635555366996535,109,64,ALL
2025Q4,STRONG_ALIGNED,363,360,168,192,0,3,46.666666666666664,160,44.07713498622589,1.627440798495998,1.3879506683662872,1.130964893840655,0.994825571690863,100,63,ALL
2025Q4,STRONG_OPPOSING,324,321,167,154,2,1,52.02492211838006,163,50.30864197530864,1.6343464260369245,1.6735965148889365,1.1605357457813519,1.135017802240582,99,64,ALL
2026Q1,MODERATE_ALIGNED,447,444,232,212,2,1,52.252252252252255,199,44.51901565995526,1.427744326259061,1.3312034960405301,1.02305022489923,0.9783505559702883,106,61,ALL
2026Q1,MODERATE_OPPOSING,380,375,200,175,2,3,53.333333333333336,190,50.0,1.4767278999140672,1.2716335737295135,1.1893864003853665,0.9476798666509887,106,61,ALL
2026Q1,STRONG_ALIGNED,383,373,186,187,10,0,49.865951742627345,188,49.08616187989556,1.8106485582380978,1.7108855834547307,1.33611214206184,1.3225100328347343,108,60,ALL
2026Q1,STRONG_OPPOSING,359,349,192,157,10,0,55.01432664756447,165,45.96100278551532,1.9628087182659322,1.505360681705882,1.4272331514850958,1.1215519854501503,102,61,ALL
2026Q2,MODERATE_ALIGNED,376,368,175,193,3,5,47.55434782608695,173,46.01063829787234,1.4233792182656078,1.3239888449435004,1.0395370226789145,0.980173458262528,108,62,ALL
2026Q2,MODERATE_OPPOSING,376,372,191,181,1,3,51.344086021505376,204,54.255319148936174,1.4976963547410718,1.3566652703954858,1.0492882691994714,0.9152980682165058,108,62,ALL
2026Q2,STRONG_ALIGNED,405,398,202,196,6,1,50.753768844221106,194,47.901234567901234,2.1255372082205493,1.8445429155721749,1.4206830000536137,1.270417422867519,103,62,ALL
2026Q2,STRONG_OPPOSING,470,455,231,224,12,3,50.76923076923077,207,44.04255319148936,1.9314461552050541,1.7331201074179958,1.4686262926097091,1.267839944442282,108,62,ALL
2026Q3,MODERATE_ALIGNED,265,255,120,135,3,7,47.05882352941177,115,43.39622641509434,1.4345671760366656,1.328752881579306,1.1261160213558346,0.9695552118308346,100,41,ALL
2026Q3,MODERATE_OPPOSING,260,257,116,141,1,2,45.13618677042802,129,49.61538461538461,1.2778371890045936,1.4120524152161609,0.9283897648872383,1.0397067656260959,98,41,ALL
2026Q3,STRONG_ALIGNED,271,259,107,152,11,1,41.31274131274131,117,43.17343173431734,1.8111973992609,1.7904572238297618,1.2924348983083027,1.4403907496012833,94,41,ALL
2026Q3,STRONG_OPPOSING,299,292,157,135,6,1,53.76712328767123,163,54.51505016722408,1.8869564761312907,1.7851309948931189,1.2966393225721142,1.1940034493433056,97,41,ALL
2025Q2,FLAT,1,1,0,1,0,0,0.0,0,0.0,0.0,3.226036431041248,0.0,3.226036431041248,1,1,BEAR
2025Q2,MODERATE_ALIGNED,62,62,32,30,0,0,51.61290322580645,31,50.0,1.0195857361826615,1.1631286492015522,0.8017725159397491,0.9002382077398726,46,18,BEAR
2025Q2,MODERATE_OPPOSING,105,101,56,45,0,4,55.445544554455445,60,57.142857142857146,0.9779439919244751,1.2051737627779853,0.7081723850640024,0.9547968854596189,62,18,BEAR
2025Q2,STRONG_ALIGNED,38,38,11,27,0,0,28.94736842105263,15,39.473684210526315,1.183292526773097,1.6396565210053535,0.6909151346163902,1.3503191771442942,26,15,BEAR
2025Q2,STRONG_OPPOSING,84,81,36,45,0,3,44.44444444444444,39,46.42857142857143,1.1167168143398516,1.3078705061423879,0.7123843894495862,1.0430583843047003,56,18,BEAR
2025Q2,UNKNOWN,85,85,51,34,0,0,60.0,53,62.35294117647059,1.1100691652303458,1.1081486965637677,0.8330600196785714,0.9782391694948989,64,6,BEAR
2025Q2,MODERATE_ALIGNED,106,105,50,55,0,1,47.61904761904762,43,40.56603773584906,0.9857889454487295,1.103154784484247,0.7421112233433012,0.7344688662964685,62,19,BULL
