quarter,session_level_clear_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
2025Q2,ALL_3_CLEARED,131,129,79,50,0,2,61.24031007751938,53.43511450381679,1.5658595100516681,1.1528633049947925,1.1950294790640286,0.9195634599838285,80,23
2025Q2,INCOMPLETE,47,47,17,30,0,0,36.170212765957444,40.42553191489362,0.7649963711018472,1.3477729400082337,0.3503230868411455,1.2739171704051615,41,15
2025Q2,NONE_CLEARED,196,192,95,97,0,4,49.479166666666664,51.02040816326531,0.9853907101611418,1.124844177533234,0.7168208589371442,0.9281153486334284,90,24
2025Q2,ONE_OF_3_CLEARED,155,152,78,74,0,3,51.31578947368421,54.193548387096776,1.203558453687586,1.1877395729935072,0.8302286438338004,0.8026954712119734,84,24
2025Q2,TWO_OF_3_CLEARED,160,158,89,69,0,2,56.32911392405063,48.125,1.212924646140538,1.1648054809500736,0.9161266290884356,0.8669150281854545,85,24
2025Q3,ALL_3_CLEARED,380,370,173,197,7,3,46.75675675675676,39.21052631578947,1.167146952788436,1.4454296271467808,0.8968875750976544,1.0746082088148383,101,64
2025Q3,INCOMPLETE,37,36,14,22,0,1,38.888888888888886,24.324324324324323,0.6824728297849914,1.1358415945735651,0.542832058196424,0.8656124570820739,19,28
2025Q3,NONE_CLEARED,408,397,175,222,0,11,44.08060453400504,44.11764705882353,1.0181823699459058,1.2158888963734407,0.8194055845690047,0.8713950620198688,106,63
2025Q3,ONE_OF_3_CLEARED,334,325,170,155,0,9,52.30769230769231,47.604790419161674,1.2598136283518626,1.1883718295425547,0.8173994019978215,0.8253603862977495,102,64
2025Q3,TWO_OF_3_CLEARED,466,462,211,251,2,2,45.67099567099567,40.34334763948498,1.2207226671605973,1.1551992769737556,0.8762519408282012,0.8440896207673588,107,64
2025Q4,ALL_3_CLEARED,336,328,191,137,2,6,58.23170731707317,45.833333333333336,1.4939867698638205,1.2954940720123727,1.1013901155477273,0.8940310565086038,101,59
2025Q4,INCOMPLETE,38,36,18,18,0,2,50.0,39.473684210526315,1.0746848064940115,1.1068152291252777,0.655293087819615,0.7960879649536071,22,25
2025Q4,NONE_CLEARED,511,494,260,234,1,16,52.63157894736842,50.09784735812133,1.475861938032548,1.2531867123920364,1.0023217622742002,0.8011422225747528,109,64
2025Q4,ONE_OF_3_CLEARED,335,326,161,165,1,8,49.38650306748466,43.582089552238806,1.3084380082502345,1.3298251781224701,0.947700947700928,0.9272401433691667,107,64
2025Q4,TWO_OF_3_CLEARED,482,469,238,231,1,12,50.74626865671642,49.79253112033195,1.3042700573928734,1.3007515508271261,0.9378955735037977,0.923570079592851,109,64
2026Q1,ALL_3_CLEARED,411,406,235,171,3,2,57.881773399014776,48.175182481751825,1.8306198660869146,1.4346269136165661,1.3595603124096003,1.0412221558419381,109,60
2026Q1,INCOMPLETE,7,7,3,4,0,0,42.857142857142854,42.857142857142854,1.6668309515291713,1.4269786126043082,1.749751260850181,1.5352701356583223,4,7
2026Q1,NONE_CLEARED,448,440,227,213,7,1,51.59090909090909,47.544642857142854,1.5650265786575877,1.4733452169581274,1.1421342242737005,1.0812792235028632,111,61
2026Q1,ONE_OF_3_CLEARED,280,275,140,135,4,1,50.90909090909091,47.857142857142854,1.6348404404713834,1.4400328695961617,1.2388842681003847,1.0631151279164257,98,61
2026Q1,TWO_OF_3_CLEARED,423,413,205,208,10,0,49.63680387409201,45.8628841607565,1.5946695774817834,1.4446194124683227,1.157976452322423,1.100864748007031,110,60
2026Q2,ALL_3_CLEARED,384,376,198,178,8,0,52.659574468085104,48.697916666666664,1.7839705657333802,1.5574254840479895,1.3925254610899813,1.1106080580626028,105,62
2026Q2,INCOMPLETE,9,9,6,3,0,0,66.66666666666667,55.55555555555556,1.6171411339526895,0.8978712077858473,1.2203922574851098,0.3260409666741338,6,9
2026Q2,NONE_CLEARED,509,497,243,254,5,7,48.89336016096579,47.347740667976424,1.7700345513284155,1.6999650526179102,1.1563483330437654,1.1958424915247847,109,62
2026Q2,ONE_OF_3_CLEARED,304,298,136,162,4,2,45.63758389261745,46.38157894736842,1.5765822244247583,1.5507160095799015,1.1514763726664934,1.0493232308198508,107,61
2026Q2,TWO_OF_3_CLEARED,421,413,216,197,5,3,52.300242130750604,48.45605700712589,1.8696416328449574,1.4885989862739684,1.2659085902150564,1.0554682236694337,111,62
2026Q3,ALL_3_CLEARED,244,238,109,129,6,0,45.79831932773109,45.08196721311475,1.5940897017941926,1.886360939542783,1.1777974618993183,1.3004344387197326,99,41
2026Q3,INCOMPLETE,6,6,1,5,0,0,16.666666666666668,16.666666666666668,0.47271394973066233,1.8633740895532513,0.19206064286382388,1.6595093408679291,4,5
2026Q3,NONE_CLEARED,400,387,181,206,4,9,46.770025839793284,48.25,1.6587596084562843,1.3569684950116112,1.2087481413310912,0.9664869273427423,102,41
2026Q3,ONE_OF_3_CLEARED,169,163,82,81,4,2,50.306748466257666,44.97041420118343,1.7115533362548492,1.732633698962033,1.1344064300750527,1.1427343399611318,88,41
2026Q3,TWO_OF_3_CLEARED,276,269,127,142,7,0,47.21189591078067,52.17391304347826,1.5321808848120304,1.5621971369226064,1.0562912740771861,1.273117091684212,104,41
